上海,北京,中国联合航空,KN5738,上海虹桥机场,北京大兴国际机场,11:15,13:30,648,中国联合航空
上海,北京,中国联合航空,KN2316,上海浦东机场,北京大兴国际机场,09:00,23:55,2426,中国联合航空
上海,北京,中国联合航空,KN2325,上海浦东机场,北京大兴国际机场,08:30,14:15,636,中国联合航空
